symbol,shortName,longName,longBusinessSummary,totalRevenue,beta,overallRisk,price_history,catholic_values,esg_score,env_score,gov_score,soc_score,strongest_principle,weakest_principle,vice_products,ethical_concerns,military_involvement,health_impact
SRE,DBA Sempra,Sempra,"Sempra operates as an energy infrastructure company in the United States and internationally. It operates through four segments: San Diego Gas & Electric Company, Southern California Gas Company, Sempra Texas Utilities, and Sempra Infrastructure. The San Diego Gas & Electric Company segment provides to San Diego and southern Orange counties; and natural gas service to San Diego County. It generates electricity through wind, solar, and other resources. As of December 31, 2022, it offered electric services to approximately 3.6 million population and natural gas services to approximately 3.3 million population that covers 4,100 square miles. The Southern California Gas Company segment owns and operates a natural gas distribution, transmission, and storage system that supplies natural gas. As of December 31, 2022, it serves a population of 21.1 million covering an area of 24,000 square miles. The Sempra Texas Utilities segment engages in the regulated electricity transmission and distribution. As of December 31, 2022, its transmission system included 18,268 circuit miles of transmission lines; 1,207 transmission and distribution substations; interconnection to 146 third-party generation facilities totaling 48,430 MW; and distribution system included approximately 3.9 million points of delivery and consisted of 123,500 miles of overhead and underground lines. The Sempra Infrastructure segment develops, builds, operates, and invests in energy infrastructure to help enable the energy transition in North American markets and worldwide. The company was formerly known as Sempra Energy and changed its name to Sempra in May 2023. Sempra was founded in 1998 and is based in San Diego, California.",16684000256,0.727,7,"{'Close': {0: 73.20999908447266, 1: 72.87999725341797, 2: 71.69999694824219, 3: 71.72000122070312, 4: 70.11000061035156, 5: 70.7300033569336, 6: 70.91000366210938, 7: 71.48999786376953, 8: 71.93000030517578, 9: 71.55999755859375, 10: 72.3499984741211, 11: 71.33999633789062, 12: 70.05000305175781, 13: 69.76000213623047, 14: 70.05000305175781, 15: 69.83999633789062, 16: 69.66999816894531, 17: 70.69000244140625, 18: 69.3499984741211, 19: 69.45999908447266, 20: 70.5, 21: 70.48999786376953}}",N/A,N/A,N/A,N/A,N/A,socialScore,socialScore,N/A,N/A,N/A,N/A
NOW,"ServiceNow, Inc.","ServiceNow, Inc.","ServiceNow, Inc. provides end to-end intelligent workflow automation platform solutions for digital businesses in the North America, Europe, the Middle East and Africa, Asia Pacific, and internationally. The company operates the Now platform for end-to-end digital transformation, artificial intelligence, machine learning, robotic process automation, process mining, performance analytics, and collaboration and development tools. It also provides asset management, cloud observability, integrated risk management; information technology (IT) service management applications; IT service management product suite for enterprise's employees, customers, and partners; strategic portfolio management product suite; IT operations management product that connects a customer's physical and cloud-based IT infrastructure; IT asset management; and security operations that connects with internal and third party. In addition, the company offers integrated risk management product to manage risk and resilience; environmental, social and governance management product; human resources, legal, and workplace service delivery products; customer service management product; and field service management applications. Further, the company provides app engine product; automation engine; platform privacy and security product; and source-to-pay operations. It serves to government, financial services, healthcare, telecommunications, manufacturing, IT services, technology, oil and gas, education, and consumer products through service providers and resale partners. The company was formerly known as Service-now.com and changed its name to ServiceNow, Inc. in May 2012. ServiceNow, Inc. was founded in 2004 and is headquartered in Santa Clara, California.",8970999808,0.991,9,"{'Close': {0: 745.9600219726562, 1: 749.1099853515625, 2: 752.4500122070312, 3: 753.4199829101562, 4: 763.4199829101562, 5: 766.6900024414062, 6: 769.4400024414062, 7: 787.239990234375, 8: 785.72998046875, 9: 765.4000244140625, 10: 771.0, 11: 781.2999877929688, 12: 784.8400268554688, 13: 777.4500122070312, 14: 790.3900146484375, 15: 799.4099731445312, 16: 812.9400024414062, 17: 787.3499755859375, 18: 773.760009765625, 19: 792.0, 20: 780.0, 21: 765.0}}",N/A,N/A,N/A,N/A,N/A,socialScore,socialScore,N/A,N/A,N/A,N/A
SHW,Sherwin-Williams Company (The),The Sherwin-Williams Company,"The Sherwin-Williams Company engages in the manufacture, distribution, and sale of paints, coating, and related products to professional, industrial, commercial, and retail customers. It operates through three segments: The Americas Group, Consumer Brands Group, and Performance Coatings Group. The Americas Group segment offers architectural paints and coatings, and protective and marine products, as well as OEM product finishes and related products for architectural and industrial paint contractors, and do-it-yourself homeowners. The Consumer Brands Group segment supplies a portfolio of branded and private-label architectural paints, stains, varnishes, industrial products, wood finishes products, wood preservatives, applicators, corrosion inhibitors, aerosols, caulks, and adhesives to retailers and distributors. The Performance Coatings Group segment develops and sells industrial coatings for wood finishing and general industrial applications, automotive refinish products, protective and marine coatings, coil coatings, packaging coatings, and performance-based resins and colorants. It serves retailers, dealers, jobbers, licensees, and other third-party distributors through its branches and direct sales staff, as well as through outside sales representatives. The company has operations primarily in the North and South America, the Caribbean, Europe, Asia, and Australia. The Sherwin-Williams Company was founded in 1866 and is headquartered in Cleveland, Ohio.",23051900928,1.146,7,"{'Close': {0: 306.3699951171875, 1: 304.0199890136719, 2: 307.4800109863281, 3: 305.4599914550781, 4: 301.05999755859375, 5: 303.9100036621094, 6: 301.8500061035156, 7: 308.0899963378906, 8: 307.6300048828125, 9: 304.3800048828125, 10: 309.0799865722656, 11: 309.989990234375, 12: 304.489990234375, 13: 307.8800048828125, 14: 309.8599853515625, 15: 312.1499938964844, 16: 311.739990234375, 17: 310.4200134277344, 18: 307.2099914550781, 19: 311.0299987792969, 20: 312.510009765625, 21: 309.0799865722656}}",N/A,N/A,N/A,N/A,N/A,socialScore,socialScore,N/A,N/A,N/A,N/A
SPG,"Simon Property Group, Inc.","Simon Property Group, Inc.","Simon is a real estate investment trust engaged in the ownership of premier shopping, dining, entertainment and mixed-use destinations and an S&P 100 company (Simon Property Group, NYSE: SPG). Our properties across North America, Europe and Asia provide community gathering places for millions of people every day and generate billions in annual sales.",5658835968,1.677,10,"{'Close': {0: 141.8300018310547, 1: 141.6199951171875, 2: 142.02000427246094, 3: 142.60000610351562, 4: 141.49000549316406, 5: 142.8300018310547, 6: 141.9600067138672, 7: 141.72999572753906, 8: 139.24000549316406, 9: 138.61000061035156, 10: 139.39999389648438, 11: 137.94000244140625, 12: 136.7899932861328, 13: 143.38999938964844, 14: 143.44000244140625, 15: 144.10000610351562, 16: 146.92999267578125, 17: 145.6999969482422, 18: 143.52000427246094, 19: 142.86000061035156, 20: 148.0, 21: 149.9600067138672}}",N/A,N/A,N/A,N/A,N/A,socialScore,socialScore,N/A,N/A,N/A,N/A
SWKS,"Skyworks Solutions, Inc.","Skyworks Solutions, Inc.","Skyworks Solutions, Inc., together with its subsidiaries, designs, develops, manufactures, and markets proprietary semiconductor products in the United States, China, South Korea, Taiwan, Europe, the Middle East, Africa, and the rest of Asia-Pacific. Its product portfolio includes amplifiers, antenna tuners, attenuators, automotive tuners and digital radios, DC/DC converters, demodulators, detectors, diodes, wireless analog system on chip products, directional couplers, diversity receive modules, filters, front-end modules, hybrids, light emitting diode drivers, low noise amplifiers, mixers, modulators, optocouplers/optoisolators, phase locked loops, phase shifters, power dividers/combiners, power over ethernet, power isolators, receivers, switches, synthesizers, timing devices, voltage controlled oscillators/synthesizers, and voltage regulators. The company products are the used in aerospace, automotive, broadband, cellular infrastructure, connected home, defense, entertainment and gaming, industrial, medical, military, smartphone, tablet, and wearable markets. It sells its products through direct sales force, electronic component distributors, and independent sales representatives. Skyworks Solutions, Inc. was founded in 1962 and is based in Irvine, California.",4644599808,1.395,9,"{'Close': {0: 103.7300033569336, 1: 106.04000091552734, 2: 108.58999633789062, 3: 109.79000091552734, 4: 107.80000305175781, 5: 107.02999877929688, 6: 104.58999633789062, 7: 106.1500015258789, 8: 104.33000183105469, 9: 104.45999908447266, 10: 102.95999908447266, 11: 101.16000366210938, 12: 100.79000091552734, 13: 103.05000305175781, 14: 103.70999908447266, 15: 104.58999633789062, 16: 105.05000305175781, 17: 106.12000274658203, 18: 103.37999725341797, 19: 105.83000183105469, 20: 105.56999969482422, 21: 103.75}}",N/A,N/A,N/A,N/A,N/A,socialScore,socialScore,N/A,N/A,N/A,N/A
SJM,The J.M. Smucker Company,The J. M. Smucker Company,"The J. M. Smucker Company manufactures and markets branded food and beverage products worldwide. It operates in three segments: U.S. Retail Pet Foods, U.S. Retail Coffee, and U.S. Retail Consumer Foods. The company offers mainstream roast, ground, single serve, and premium coffee; peanut butter and specialty spreads; fruit spreads, toppings, and syrups; jelly products; nut mix products; shortening and oils; frozen sandwiches and snacks; pet food and pet snacks; and foodservice hot beverage, foodservice portion control, and flour products, as well as dog and cat food, frozen handheld products, juices and beverages, and baking mixes and ingredients. It provides its products under the Meow Mix, Milk-Bone, Pup-Peroni, Canine Carry Outs, Folgers, Café Bustelo, Dunkin', Folgers, Café Bustelo, 1850, Jif, Smucker's, Smucker's Uncrustables, Robin Hood, and Five Roses. The company sells its products through direct sales and brokers to food retailers, club stores, discount and dollar stores, online retailers, pet specialty stores, natural foods stores and distributors, drug stores, military commissaries, and mass merchandisers. Smucker Company was founded in 1897 and is headquartered in Orrville, Ohio.",8194899968,0.237,8,"{'Close': {0: 129.3000030517578, 1: 129.1999969482422, 2: 128.75, 3: 131.24000549316406, 4: 129.74000549316406, 5: 131.5500030517578, 6: 131.69000244140625, 7: 131.58999633789062, 8: 132.94000244140625, 9: 131.5500030517578, 10: 133.74000549316406, 11: 132.6999969482422, 12: 129.2100067138672, 13: 132.2100067138672, 14: 131.6199951171875, 15: 131.08999633789062, 16: 127.9000015258789, 17: 129.74000549316406, 18: 127.62000274658203, 19: 125.25, 20: 124.41000366210938, 21: 124.08999633789062}}",N/A,N/A,N/A,N/A,N/A,socialScore,socialScore,N/A,N/A,N/A,N/A
SNA,Snap-On Incorporated,Snap-on Incorporated,"Snap-on Incorporated manufactures and markets tools, equipment, diagnostics, and repair information and systems solutions for professional users worldwide. It operates through Commercial & Industrial Group, Snap-on Tools Group, Repair Systems & Information Group, and Financial Services segments. The company provides hand tools, including wrenches, sockets, ratchet wrenches, pliers, screwdrivers, punches and chisels, saws and cutting tools, pruning tools, torque measuring instruments, and other related products; power tools, such as cordless, pneumatic, and hydraulic and corded tools; and tool storage products comprising tool chests, roll cabinets, and other products. It provides handheld and computer-based diagnostic products, service and repair information products, diagnostic software solutions, electronic parts catalogs, business management systems and services, point-of-sale systems, integrated systems for vehicle service shops, original equipment manufacturer purchasing facilitation services, and warranty management systems and analytics; and engineered solutions. In addition, the company offers solutions for the service of vehicles and industrial equipment that include wheel alignment equipment, wheel balancers, tire changers, vehicle lifts, test lane equipment, collision repair equipment, vehicle air conditioning service equipment, brake service equipment, fluid exchange equipment, transmission troubleshooting equipment, safety testing equipment, battery chargers, and hoists, as well as after-sales support services and training programs. Further, it provides financing programs to facilitate the sales of its products and support its franchise business. It serves the aviation and aerospace, agriculture, infrastructure construction, government and military, mining, natural resources, power generation, and technical education industries. Snap-on Incorporated was incorporated in 1920 and is headquartered in Kenosha, Wisconsin.",5108299776,0.998,4,"{'Close': {0: 284.9599914550781, 1: 286.8599853515625, 2: 288.92999267578125, 3: 288.79998779296875, 4: 286.2799987792969, 5: 288.54998779296875, 6: 289.6600036621094, 7: 291.8500061035156, 8: 294.30999755859375, 9: 289.92999267578125, 10: 290.04998779296875, 11: 292.6099853515625, 12: 291.5, 13: 293.4200134277344, 14: 294.5, 15: 266.0299987792969, 16: 262.42999267578125, 17: 267.739990234375, 18: 262.0899963378906, 19: 263.1400146484375, 20: 269.0, 21: 267.239990234375}}",N/A,N/A,N/A,N/A,N/A,socialScore,socialScore,N/A,N/A,N/A,N/A
SO,Southern Company (The),The Southern Company,"The Southern Company, through its subsidiaries, engages in the generation, transmission, and distribution of electricity. The company also develops, constructs, acquires, owns, and manages power generation assets, including renewable energy projects and sells electricity in the wholesale market; and distributes natural gas in Illinois, Georgia, Virginia, and Tennessee, as well as provides gas marketing services, gas distribution operations, and gas pipeline investments operations. In addition, it owns and operates nuclear, coal, hydro, cogeneration, solar, wind, battery storage, and fuel cell facilities. Further, the constructs, operates, and maintains approximately 77,900 miles of natural gas pipelines and 14 storage facilities with total capacity of 157 Bcf to provide natural gas to residential, commercial, and industrial customers. The company serves approximately 8.9 million electric and gas utility customers. Further, it develops distributed energy and resilience solutions; deploys microgrids for commercial, industrial, governmental, and utility customers; and offers digital wireless communications and fiber optics services. The Southern Company was incorporated in 1945 and is headquartered in Atlanta, Georgia.",25252999168,0.502,1,"{'Close': {0: 68.7699966430664, 1: 68.94999694824219, 2: 68.81999969482422, 3: 68.83000183105469, 4: 68.19999694824219, 5: 69.23999786376953, 6: 69.11000061035156, 7: 69.19000244140625, 8: 69.25, 9: 69.5199966430664, 10: 70.5, 11: 68.6500015258789, 12: 67.18000030517578, 13: 67.4000015258789, 14: 66.94999694824219, 15: 66.94000244140625, 16: 66.91000366210938, 17: 68.30999755859375, 18: 67.51000213623047, 19: 67.80999755859375, 20: 66.83000183105469, 21: 66.4800033569336}}",N/A,N/A,N/A,N/A,N/A,socialScore,socialScore,N/A,N/A,N/A,N/A
LUV,Southwest Airlines Company,Southwest Airlines Co.,"Southwest Airlines Co. operates as a passenger airline company that provides scheduled air transportation services in the United States and near-international markets. As of December 31, 2023, the company operated a total fleet of 817 Boeing 737 aircraft; and served 121 destinations in 42 states, the District of Columbia, and the Commonwealth of Puerto Rico, as well as ten near-international countries, including Mexico, Jamaica, the Bahamas, Aruba, the Dominican Republic, Costa Rica, Belize, Cuba, the Cayman Islands, and Turks and Caicos. It also provides inflight entertainment and connectivity services on Wi-Fi enabled aircraft; and Rapid Rewards loyalty program that enables program members to earn points for dollars spent on Southwest base fares. In addition, the company offers a suite of digital platforms to support customers' travel needs, including websites and apps; and SWABIZ, an online booking tool. Further, it provides ancillary services, such as Southwest's EarlyBird Check-In, upgraded boarding, and transportation of pets and unaccompanied minors. Southwest Airlines Co. was incorporated in 1967 and is headquartered in Dallas, Texas.",26090999808,1.134,5,"{'Close': {0: 30.030000686645508, 1: 29.989999771118164, 2: 30.15999984741211, 3: 31.110000610351562, 4: 31.110000610351562, 5: 30.389999389648438, 6: 30.09000015258789, 7: 30.209999084472656, 8: 30.190000534057617, 9: 29.889999389648438, 10: 30.18000030517578, 11: 30.3700008392334, 12: 29.75, 13: 31.030000686645508, 14: 30.739999771118164, 15: 32.33000183105469, 16: 32.4900016784668, 17: 32.790000915527344, 18: 32.529998779296875, 19: 33.75, 20: 34.209999084472656, 21: 33.93000030517578}}",N/A,N/A,N/A,N/A,N/A,socialScore,socialScore,N/A,N/A,N/A,N/A
SWK,"Stanley Black & Decker, Inc.","Stanley Black & Decker, Inc.","Stanley Black & Decker, Inc. engages in the tools and storage and industrial businesses in the United States, Canada, rest of Americas, France, rest of Europe, and Asia. Its Tools & Storage segment offers professional products, including professional grade corded and cordless electric power tools and equipment, and pneumatic tools and fasteners; and consumer products, such as corded and cordless electric power tools primarily under the BLACK+DECKER brand, as well as corded and cordless lawn and garden products and related accessories; home products; and hand tools, power tool accessories, and storage products. This segment sells its products through retailers, distributors, dealers, and a direct sales force to professional end users, distributors, dealers, retail consumers, and industrial customers in various industries. The company's Industrial segment provides engineered fastening systems and products to customers in the automotive, manufacturing, electronics, construction, aerospace, and other industries; provides pipeline inspection services; and sells hydraulic tools and performance-driven heavy equipment attachment tools. This segment serves oil and natural gas pipeline industry and other industrial customers. It also sells automatic doors to commercial customers. The company was formerly known as The Stanley Works and changed its name to Stanley Black & Decker, Inc. in March 2010. Stanley Black & Decker, Inc. was founded in 1843 and is headquartered in New Britain, Connecticut.",15781099520,1.354,5,"{'Close': {0: 94.4800033569336, 1: 94.9000015258789, 2: 96.12000274658203, 3: 94.30999755859375, 4: 92.88999938964844, 5: 95.05000305175781, 6: 94.69000244140625, 7: 96.45999908447266, 8: 95.29000091552734, 9: 93.30000305175781, 10: 91.86000061035156, 11: 90.62999725341797, 12: 88.29000091552734, 13: 89.33999633789062, 14: 89.69000244140625, 15: 89.2699966430664, 16: 88.94000244140625, 17: 91.0, 18: 87.11000061035156, 19: 88.6500015258789, 20: 89.62999725341797, 21: 88.3499984741211}}",N/A,N/A,N/A,N/A,N/A,socialScore,socialScore,N/A,N/A,N/A,N/A
SBUX,Starbucks Corporation,Starbucks Corporation,"Starbucks Corporation, together with its subsidiaries, operates as a roaster, marketer, and retailer of coffee worldwide. The company operates through three segments: North America, International, and Channel Development. Its stores offer coffee and tea beverages, roasted whole beans and ground coffees, single serve products, and ready-to-drink beverages; and various food products, such as pastries, breakfast sandwiches, and lunch items. The company also licenses its trademarks through licensed stores, and grocery and foodservice accounts. The company offers its products under the Starbucks Coffee, Teavana, Seattle's Best Coffee, Ethos, Starbucks Reserve, and Princi brands. Starbucks Corporation was founded in 1971 and is based in Seattle, Washington.",36686999552,0.989,1,"{'Close': {0: 93.33999633789062, 1: 93.86000061035156, 2: 93.06999969482422, 3: 91.97000122070312, 4: 92.04000091552734, 5: 92.61000061035156, 6: 92.80000305175781, 7: 93.80000305175781, 8: 94.08000183105469, 9: 93.02999877929688, 10: 93.37000274658203, 11: 92.98999786376953, 12: 92.51000213623047, 13: 95.66999816894531, 14: 95.30999755859375, 15: 96.58999633789062, 16: 97.30000305175781, 17: 95.47000122070312, 18: 93.87000274658203, 19: 94.06999969482422, 20: 93.22000122070312, 21: 93.22000122070312}}",N/A,N/A,N/A,N/A,N/A,socialScore,socialScore,N/A,N/A,N/A,N/A
STT,State Street Corporation,State Street Corporation,"State Street Corporation, through its subsidiaries, provides a range of financial products and services to institutional investors worldwide. The company offers investment servicing products and services, including custody, accounting, regulatory reporting, investor, and performance and analytics; middle office products, such as IBOR, transaction management, loans, cash, derivatives and collateral, record keeping, and client reporting and investment analytics; finance leasing; foreign exchange, and brokerage and other trading services; securities finance and enhanced custody products; deposit and short-term investment facilities; investment manager and alternative investment manager operations outsourcing; performance, risk, and compliance analytics; and financial data management to support institutional investors. It also engages in the provision of portfolio management and risk analytics, as well as trading and post-trade settlement services with integrated compliance and managed data. In addition, the company offers investment management strategies and products, such as core and enhanced indexing, multi-asset strategies, active quantitative and fundamental active capabilities, and alternative investment strategies. Further, it provides services and solutions, including environmental, social, and governance investing; defined benefit and defined contribution; and global fiduciary solutions, as well as exchange-traded funds under the SPDR ETF brand. The company provides its products and services to mutual funds, collective investment funds, UCITS, hedge funds and other investment pools, corporate and public retirement plans, insurance companies, foundations, endowments, and investment managers. State Street Corporation was founded in 1792 and is headquartered in Boston, Massachusetts.",11898999808,1.545,5,"{'Close': {0: 74.30999755859375, 1: 75.86000061035156, 2: 74.30999755859375, 3: 73.94999694824219, 4: 73.83999633789062, 5: 74.68000030517578, 6: 75.11000061035156, 7: 74.83999633789062, 8: 74.8499984741211, 9: 73.87000274658203, 10: 73.25, 11: 73.43000030517578, 12: 72.56999969482422, 13: 72.44999694824219, 14: 73.02999877929688, 15: 72.38999938964844, 16: 72.83999633789062, 17: 73.5999984741211, 18: 71.11000061035156, 19: 71.5, 20: 73.02999877929688, 21: 72.48999786376953}}",N/A,N/A,N/A,N/A,N/A,socialScore,socialScore,N/A,N/A,N/A,N/A
STLD,"Steel Dynamics, Inc.","Steel Dynamics, Inc.","Steel Dynamics, Inc., together with its subsidiaries, operates as a steel producer and metal recycler in the United States. It operates through three segments: Steel Operations, Metals Recycling Operations, and Steel Fabrication Operations. The Steel Operations segment offers hot rolled, cold rolled, and coated steel products; parallel flange beams and channel sections, flat bars, large unequal leg angles, and reinforcing bars, as well as standard strength carbon, intermediate alloy hardness, and premium grade rail products; engineered special-bar-quality products, merchant-bar-quality products, and other engineered round steel bars; channels, angles, flats, merchant rounds, and reinforcing steel bars; and specialty shapes and light structural steel products. This segment also engages in turning, polishing, straightening, chamfering, threading, precision saw-cutting, and heat treating of bar products. Its products are used in construction, automotive, manufacturing, transportation, heavy and agriculture equipment, and pipe and tube markets. The Metals Recycling Operations segment is involved in the ferrous and nonferrous scrap metal processing, transportation, marketing, brokerage, and scrap management services. Its ferrous products include heavy melting steel, busheling, bundled scrap, shredded scrap, steel turnings, and cast-iron products; and nonferrous products comprise aluminum, brass, copper, stainless steel, and other nonferrous metals. The Steel Fabrication Operations segment produces steel non-residential building components, such as steel joists, girders, trusses, and steel deck products for non-residential steel fabricators, metal building companies, general construction contractors, developers, owners, brokers, governmental entities, and e-commerce data centers and warehouses. The company also exports its products. Steel Dynamics, Inc. was founded in 1993 and is headquartered in Fort Wayne, Indiana.",18795315200,1.409,4,"{'Close': {0: 112.69000244140625, 1: 112.86000061035156, 2: 115.43000030517578, 3: 116.13999938964844, 4: 116.54000091552734, 5: 115.9000015258789, 6: 116.0, 7: 116.86000061035156, 8: 122.44999694824219, 9: 120.69000244140625, 10: 119.79000091552734, 11: 120.16000366210938, 12: 121.48999786376953, 13: 120.16999816894531, 14: 124.55999755859375, 15: 124.83999633789062, 16: 124.98999786376953, 17: 123.80999755859375, 18: 118.37000274658203, 19: 119.73999786376953, 20: 124.11000061035156, 21: 123.33999633789062}}",N/A,N/A,N/A,N/A,N/A,socialScore,socialScore,N/A,N/A,N/A,N/A
STE,STERIS plc (Ireland),STERIS plc,"STERIS plc provides infection prevention products and services worldwide. It operates through four segments: Healthcare, Applied Sterilization Technologies, Life Sciences, and Dental. The Healthcare segment offers cleaning chemistries and sterility assurance products; automated endoscope reprocessing system and tracking products; endoscopy accessories, washers, sterilizers, and other pieces of capital equipment for the operation of a sterile processing department; and equipment used directly in the operating room, including surgical tables, lights, and connectivity solutions, as well as equipment management services. It also provides capital equipment installation, maintenance, upgradation, repair, and troubleshooting services; preventive maintenance programs and repair services; instrument and endoscope repair and maintenance services; and custom process improvement consulting and outsourced instrument sterile processing services. The Applied Sterilization Technologies segment provides contract sterilization and testing services for medical device and pharmaceutical manufacturers through a network of approximately 50 contract sterilization and laboratory facilities. The Life Sciences segment designs, manufactures and sells consumable products, such as formulated cleaning chemistries, barrier, sterility assurance products, steam and vaporized hydrogen peroxide sterilizers, and washer disinfectors. This segment also offers equipment installation, maintenance, upgradation, repair, and troubleshooting services; and preventive maintenance programs and repair services. The Dental segment provides hand and electric-powered dental instruments, infection control products, conscious sedation, personal protective equipment, and water quality products for dental suite. The company serves its products and services to hospitals, other healthcare providers, and pharmaceutical manufacturers. The company was founded in 1985 and is based in Dublin, Ireland.",5407384064,0.795,7,"{'Close': {0: 220.47000122070312, 1: 221.42999267578125, 2: 220.05999755859375, 3: 216.77999877929688, 4: 214.85000610351562, 5: 216.67999267578125, 6: 216.08999633789062, 7: 216.69000244140625, 8: 218.1699981689453, 9: 218.9499969482422, 10: 223.61000061035156, 11: 222.19000244140625, 12: 219.89999389648438, 13: 225.9199981689453, 14: 225.8699951171875, 15: 220.25999450683594, 16: 224.27000427246094, 17: 224.94000244140625, 18: 224.52000427246094, 19: 227.61000061035156, 20: 233.0500030517578, 21: 231.22999572753906}}",N/A,N/A,N/A,N/A,N/A,socialScore,socialScore,N/A,N/A,N/A,N/A
SYK,Stryker Corporation,Stryker Corporation,"Stryker Corporation operates as a medical technology company. The company operates through two segments, MedSurg and Neurotechnology, and Orthopaedics and Spine. The Orthopaedics and Spine segment provides implants for use in total joint replacements, such as hip, knee and shoulder, and trauma and extremities surgeries. This segment also offers spinal implant products comprising cervical and thoracolumbar systems that include fixation, minimally invasive and interbody systems used in spinal injury, complex spine and degenerative therapies. The MedSurg and Neurotechnology segment offers surgical equipment, and surgical navigation systems, endoscopic and communications systems, patient handling, emergency medical equipment and intensive care disposable products, reprocessed and remanufactured medical devices, clinical communication and workflow solutions, and other medical device products that are used in various medical specialties, as well as patient and caregiver safety technologies. This segment also provides neurosurgical, neurovascular and craniomaxillofacial implant products, which include products used for minimally invasive endovascular procedures; products for brain and open skull based surgical procedures; orthobiologic and biosurgery products, such as synthetic bone grafts and vertebral augmentation products; minimally invasive products for the treatment of acute ischemic and hemorrhagic stroke; and craniomaxillofacial implant products, including cranial, maxillofacial, and chest wall devices, as well as dural substitutes and sealants. The company sells its products to doctors, hospitals, and other healthcare facilities through company-owned subsidiaries and branches, as well as third-party dealers and distributors in approximately 75 countries. Stryker Corporation was founded in 1941 and is headquartered in Portage, Michigan.",20497999872,0.905,6,"{'Close': {0: 314.7200012207031, 1: 315.04998779296875, 2: 313.2699890136719, 3: 312.17999267578125, 4: 307.75, 5: 311.9100036621094, 6: 311.3599853515625, 7: 314.5, 8: 316.6400146484375, 9: 335.4800109863281, 10: 340.55999755859375, 11: 342.04998779296875, 12: 342.9100036621094, 13: 339.7699890136719, 14: 342.7200012207031, 15: 339.0299987792969, 16: 341.9599914550781, 17: 341.0899963378906, 18: 339.79998779296875, 19: 349.4200134277344, 20: 348.7900085449219, 21: 349.29998779296875}}",N/A,N/A,N/A,N/A,N/A,socialScore,socialScore,N/A,N/A,N/A,N/A
SYF,Synchrony Financial,Synchrony Financial,"Synchrony Financial, together with its subsidiaries, operates as a consumer financial services company in the United States. It provides credit products, such as credit cards, commercial credit products, and consumer installment loans. The company also offers private label credit cards, dual co-brand and general purpose credit cards, short- and long-term installment loans, and consumer banking products; and deposit products, including certificates of deposit, individual retirement accounts, money market accounts, and savings accounts, and sweep and affinity deposits, as well as accepts deposits through third-party securities brokerage firms. In addition, it provides debt cancellation products to its credit card customers through online, mobile, and direct mail; and healthcare payments and financing solutions under the CareCredit and Walgreens brands; payments and financing solutions in the apparel, specialty retail, outdoor, music, and luxury industries, such as American Eagle, Dick's Sporting Goods, Guitar Center, Kawasaki, Pandora, Polaris, Suzuki, and Sweetwater. The company offers its credit products through programs established with a group of national and regional retailers, local merchants, manufacturers, buying groups, industry associations, and healthcare service providers; and deposit products through various channels, such as digital and print. It serves digital, health and wellness, retail, home, auto, telecommunications, jewelry, pets, and other industries. The company was founded in 1932 and is headquartered in Stamford, Connecticut.",7662000128,1.62,2,"{'Close': {0: 35.77000045776367, 1: 36.90999984741211, 2: 37.77000045776367, 3: 37.439998626708984, 4: 37.970001220703125, 5: 38.459999084472656, 6: 39.540000915527344, 7: 39.220001220703125, 8: 39.70000076293945, 9: 38.869998931884766, 10: 38.61000061035156, 11: 38.95000076293945, 12: 38.7599983215332, 13: 38.790000915527344, 14: 38.529998779296875, 15: 38.880001068115234, 16: 38.72999954223633, 17: 39.529998779296875, 18: 38.650001525878906, 19: 39.33000183105469, 20: 39.849998474121094, 21: 39.560001373291016}}",N/A,N/A,N/A,N/A,N/A,socialScore,socialScore,N/A,N/A,N/A,N/A
